sid,edf,band_name,peak_freq,peak_psd,iso_bp,iso_bp_n,DTWDistToSinglePeak
sub-092,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-092/eeg/sub-092_task-sleep_run-1_eeg.edf,alpha,0.0263157894736842,0.0375325259769873,0.0005377239102677,0.271661694862597,33.73880143370487
sub-081,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-081/eeg/sub-081_task-sleep_run-2_eeg.edf,sigma,0.0144736842105263,0.038524882279554,0.0006075159480744,0.3980981016112677,33.78611312084887
sub-087,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-087/eeg/sub-087_task-sleep_run-4_eeg.edf,alpha,0.0144508670520231,0.0496493173117609,0.0008170505096686,0.3510528247576678,33.78661625924434
sub-039,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-039/eeg/sub-039_task-sleep_run-3_eeg.edf,alpha,0.0228873239436619,0.0477056182581361,0.0007085967130857,0.3931256752444516,33.835479313406736
sub-068,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-068/eeg/sub-068_task-sleep_run-1_eeg.edf,sigma,0.0188679245283018,0.0372352576478371,0.0006526402672725,0.376530007294142,33.98304031674067
sub-089,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-089/eeg/sub-089_task-sleep_run-1_eeg.edf,alpha,0.0223214285714285,0.039390087773784,0.0006422972176638,0.3204256960629649,34.85129324399402
sub-077,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-077/eeg/sub-077_task-sleep_run-2_eeg.edf,sigma,0.0163934426229508,0.0340722201868059,0.0005017904152515,0.3512930550922391,35.281250665331285
sub-066,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-066/eeg/sub-066_task-sleep_run-1_eeg.edf,sigma,0.0207317073170731,0.0387872309526885,0.0005862801418746,0.4235815385219386,35.915186450261444
sub-084,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-084/eeg/sub-084_task-sleep_run-1_eeg.edf,alpha,0.0167785234899328,0.0480047132999087,0.0007903319797287,0.3137524414757596,36.001040118383926
sub-062,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-062/eeg/sub-062_task-sleep_run-1_eeg.edf,alpha,0.018,0.0403459045369156,0.0007033240068649,0.379860714185022,37.041569401835574
sub-073,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-073/eeg/sub-073_task-sleep_run-2_eeg.edf,alpha,0.0163690476190476,0.0612283770507576,0.0009425899268087,0.398932564135907,37.508143288450356
sub-074,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-074/eeg/sub-074_task-sleep_run-1_eeg.edf,alpha,0.02,0.0346667441537846,0.0005485100650601,0.3820350541127801,37.990701317968
sub-004,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-004/eeg/sub-004_task-sleep_run-1_eeg.edf,alpha,0.0187165775401069,0.0380942505065671,0.0006295374708991,0.3353253757773942,38.376883956611366
sub-079,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-079/eeg/sub-079_task-sleep_run-2_eeg.edf,beta,0.0196078431372549,0.0281932181662055,0.0003946619046853,0.2566884491383238,38.53400083543765
sub-054,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-054/eeg/sub-054_task-sleep_run-1_eeg.edf,alpha,0.0206043956043956,0.0299143516677459,0.000448998945558,0.3043696826750102,38.75370270154286
sub-015,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-015/eeg/sub-015_task-sleep_run-1_eeg.edf,alpha,0.0206422018348623,0.091201335637003,0.0013232760494516,0.5382569155799487,40.32669169309307
sub-090,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-090/eeg/sub-090_task-sleep_run-1_eeg.edf,alpha,0.01875,0.0315543550749378,0.000488380640429,0.3390944830586651,40.43889749651804
sub-001,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-001/eeg/sub-001_task-sleep_run-1_eeg.edf,alpha,0.0208333333333333,0.0435645210270489,0.0007070228848225,0.3036124958828676,40.48490057994544
sub-074,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-074/eeg/sub-074_task-sleep_run-2_eeg.edf,beta,0.0113636363636363,0.0381340142158558,0.0005811064837918,0.333201056407295,40.58341261557115
sub-078,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-078/eeg/sub-078_task-sleep_run-2_eeg.edf,sigma,0.0193236714975845,0.076196982680477,0.0010509882377166,0.4513785907109072,40.66534533835378
sub-003,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-003/eeg/sub-003_task-sleep_run-1_eeg.edf,alpha,0.0190677966101694,0.0556998728588002,0.0009097784962105,0.3584734020353387,41.51217130331685
sub-054,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-054/eeg/sub-054_task-sleep_run-2_eeg.edf,alpha,0.0189873417721519,0.0281457534275317,0.0004303081805715,0.2851392636154906,41.59554309089004
sub-016,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-016/eeg/sub-016_task-sleep_run-1_eeg.edf,alpha,0.0129310344827586,0.0398260359826898,0.0005379639173183,0.3531174471993921,41.92082000523476
sub-088,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-088/eeg/sub-088_task-sleep_run-2_eeg.edf,alpha,0.0221518987341772,0.0372875969191649,0.0005943695317547,0.2877017885422448,41.92841327681065
sub-036,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-036/eeg/sub-036_task-sleep_run-1_eeg.edf,alpha,0.0159090909090909,0.0568024288889337,0.0007095398495569,0.4487955234830726,43.274942333771065
sub-031,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-031/eeg/sub-031_task-sleep_run-1_eeg.edf,alpha,0.0081521739130434,0.0395206016120164,0.0004579800948896,0.3184588157335386,43.618371162536945
sub-089,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-089/eeg/sub-089_task-sleep_run-2_eeg.edf,alpha,0.0173267326732673,0.0305876341610259,0.0004935898742711,0.2751263767844634,43.76396907516722
sub-010,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-010/eeg/sub-010_task-sleep_run-1_eeg.edf,alpha,0.0220125786163522,0.0307678569425153,0.0005259409197056,0.2857960134279658,43.8763558030094
sub-046,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-046/eeg/sub-046_task-sleep_run-1_eeg.edf,alpha,0.026639344262295,0.0361328292894519,0.0004930851419931,0.3304859618490894,43.96525335831663
sub-059,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-059/eeg/sub-059_task-sleep_run-1_eeg.edf,alpha,0.0157142857142857,0.030784108761323,0.0005412043674381,0.3485164409046856,44.307544352869
sub-072,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-072/eeg/sub-072_task-sleep_run-2_eeg.edf,theta,0.0552325581395348,0.0332641149574967,0.0005092436918767,0.2319623792110436,44.40469376412612
sub-041,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-041/eeg/sub-041_task-sleep_run-3_eeg.edf,alpha,0.0171428571428571,0.0333405285090757,0.0004755008851362,0.3428238604556734,44.40639005055868
sub-087,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-087/eeg/sub-087_task-sleep_run-3_eeg.edf,alpha,0.0185873605947955,0.0344811928344836,0.000588895197555,0.3760727203846379,45.945656736247294
sub-077,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-077/eeg/sub-077_task-sleep_run-2_eeg.edf,alpha,0.0204918032786885,0.0345832893407304,0.0005731300833894,0.2774771683252385,46.63755026893482
sub-048,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-048/eeg/sub-048_task-sleep_run-2_eeg.edf,alpha,0.0170454545454545,0.0507840110354535,0.0007782062632528,0.3092119054382069,46.86239180488633
sub-080,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-080/eeg/sub-080_task-sleep_run-2_eeg.edf,sigma,0.0163043478260869,0.0576106065959704,0.0007947667554372,0.3934305236611305,47.28594852323549
sub-002,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-002/eeg/sub-002_task-sleep_run-1_eeg.edf,alpha,0.0191326530612244,0.0261260277131225,0.0004514126927132,0.3299573932144518,47.374690057999274
sub-026,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-026/eeg/sub-026_task-sleep_run-1_eeg.edf,alpha,0.015625,0.0368415975738183,0.0004595672474596,0.3187268786373827,47.397879413725505
sub-009,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-009/eeg/sub-009_task-sleep_run-1_eeg.edf,alpha,0.0169753086419753,0.0332699566266717,0.0005877362340409,0.3450636470368607,47.460871878000894
sub-083,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-083/eeg/sub-083_task-sleep_run-1_eeg.edf,sigma,0.0170731707317073,0.0371936759329882,0.000556203246317,0.4214088931947874,47.51345192172844
sub-005,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-005/eeg/sub-005_task-sleep_run-1_eeg.edf,alpha,0.0143442622950819,0.0401636194762462,0.0007373422964384,0.3285287999523044,48.747832651334946
sub-081,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-081/eeg/sub-081_task-sleep_run-2_eeg.edf,alpha,0.0157894736842105,0.0580457744213303,0.0009505606082321,0.3608701448156718,48.992807322683944
sub-091,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-091/eeg/sub-091_task-sleep_run-4_eeg.edf,alpha,0.0210526315789473,0.0424330360809703,0.0006922597858218,0.2689355444621601,49.094949989854946
sub-078,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-078/eeg/sub-078_task-sleep_run-1_eeg.edf,sigma,0.0275229357798165,0.0262384789065482,0.0004159170355745,0.3221934964147101,49.26263411276517
sub-087,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-087/eeg/sub-087_task-sleep_run-6_eeg.edf,alpha,0.0177824267782426,0.0447853120739488,0.0007564528573099,0.3301645011363645,49.57257381219863
sub-024,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-024/eeg/sub-024_task-sleep_run-1_eeg.edf,sigma,0.0158045977011494,0.0531387693974784,0.0005232963794338,0.3945897324502412,49.72704601612645
sub-085,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-085/eeg/sub-085_task-sleep_run-2_eeg.edf,alpha,0.0143312101910828,0.0417297358654508,0.0005136328632862,0.3241399206343359,49.96377819796467
sub-086,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-086/eeg/sub-086_task-sleep_run-2_eeg.edf,alpha,0.0127737226277372,0.0333251096638125,0.0004484049048901,0.2709034023119751,50.14502496466001
sub-015,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-015/eeg/sub-015_task-sleep_run-1_eeg.edf,sigma,0.0252293577981651,0.0655982533785046,0.0009676046408372,0.5480110042850429,50.518888379338875
sub-080,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-080/eeg/sub-080_task-sleep_run-1_eeg.edf,delta,0.0112903225806451,0.0408883733388822,0.0006624409801832,0.2838317687707917,50.71087754859744
sub-092,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-092/eeg/sub-092_task-sleep_run-2_eeg.edf,alpha,0.0217391304347826,0.0457587813365434,0.000734155777711,0.3283683651668623,51.00153525479486
sub-021,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-021/eeg/sub-021_task-sleep_run-1_eeg.edf,alpha,0.0147058823529411,0.0321961961564396,0.0004668339538514,0.3162797077004646,51.094891733422955
sub-046,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-046/eeg/sub-046_task-sleep_run-3_eeg.edf,beta,0.0236686390532544,0.0436996896675233,0.0007028717496546,0.441518671259216,53.40384606437898
sub-072,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-072/eeg/sub-072_task-sleep_run-2_eeg.edf,delta,0.005813953488372,0.0414438105619648,0.0005063927541704,0.2379190218556105,53.54323697222388
sub-072,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-072/eeg/sub-072_task-sleep_run-2_eeg.edf,beta,0.0145348837209302,0.0269755953617427,0.0003759649814587,0.3176411258211304,53.86370490785505
sub-072,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-072/eeg/sub-072_task-sleep_run-1_eeg.edf,alpha,0.0141242937853107,0.0529225303363386,0.0008950353584467,0.3242754550794877,53.88873388865081
sub-085,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-085/eeg/sub-085_task-sleep_run-2_eeg.edf,sigma,0.0143312101910828,0.0333926753971557,0.0003923741852924,0.3693521766071276,54.38393514769882
sub-061,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-061/eeg/sub-061_task-sleep_run-1_eeg.edf,alpha,0.0150862068965517,0.0285124573081936,0.0004519695497193,0.3597912184918609,54.58140923067851
sub-079,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-079/eeg/sub-079_task-sleep_run-2_eeg.edf,alpha,0.0245098039215686,0.0247549937501415,0.0003305811445361,0.2187336869712088,54.62745536960613
sub-088,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-088/eeg/sub-088_task-sleep_run-1_eeg.edf,alpha,0.0083892617449664,0.0388596111172459,0.0005031534750621,0.2792734636389421,56.08708961823274
sub-052,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-052/eeg/sub-052_task-sleep_run-1_eeg.edf,theta,0.0162721893491124,0.044369914259372,0.0007119896233407,0.2480893513855642,56.19369350026562
sub-024,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-024/eeg/sub-024_task-sleep_run-1_eeg.edf,theta,0.007183908045977,0.0534773795090406,0.000729079940478,0.2337110216647869,56.97392245194432
sub-007,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-007/eeg/sub-007_task-sleep_run-1_eeg.edf,alpha,0.0201863354037267,0.046849954036825,0.0007968164527021,0.3016818565691305,57.86228619639658
sub-080,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-080/eeg/sub-080_task-sleep_run-1_eeg.edf,sigma,0.0258064516129032,0.0303490599530654,0.0003921800941983,0.3077364209055503,58.06511832347633
sub-080,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-080/eeg/sub-080_task-sleep_run-1_eeg.edf,alpha,0.0274193548387096,0.0372515282279776,0.0003974200623933,0.2325425207687108,58.89928437005513
sub-013,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-013/eeg/sub-013_task-sleep_run-1_eeg.edf,theta,0.0310344827586206,0.0505116319858306,0.0006091520559248,0.2103028939203292,58.91462907864802
sub-068,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-068/eeg/sub-068_task-sleep_run-1_eeg.edf,alpha,0.0188679245283018,0.0311180518807235,0.0005101803507631,0.2900728695586945,60.31144890650157
sub-065,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-065/eeg/sub-065_task-sleep_run-1_eeg.edf,alpha,0.0206692913385826,0.0252755756913749,0.0004240396352986,0.2982960451061788,60.666901814943856
sub-087,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-087/eeg/sub-087_task-sleep_run-2_eeg.edf,alpha,0.0259259259259259,0.0254425219029999,0.0004014772030566,0.2671831344157065,60.828020677229006
sub-037,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-037/eeg/sub-037_task-sleep_run-1_eeg.edf,alpha,0.01,0.0351501365432831,0.0004883381811001,0.2718033295831198,60.97067567264078
sub-076,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-076/eeg/sub-076_task-sleep_run-2_eeg.edf,alpha,0.0263157894736842,0.0330679599526509,0.0004327634337599,0.2308322026858924,61.716366880215254
sub-035,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-035/eeg/sub-035_task-sleep_run-1_eeg.edf,alpha,0.0167682926829268,0.0441298909406699,0.0006189086523901,0.2991724824094259,61.99894724646286
sub-056,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-056/eeg/sub-056_task-sleep_run-1_eeg.edf,alpha,0.0184729064039408,0.0256730252276508,0.0004337590656954,0.2722122615356385,62.62214521572953
sub-085,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-085/eeg/sub-085_task-sleep_run-1_eeg.edf,sigma,0.0080645161290322,0.0266534913402371,0.0003300624369538,0.2700389523563983,63.68525531020569
sub-052,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-052/eeg/sub-052_task-sleep_run-2_eeg.edf,theta,0.0077220077220077,0.0354590537242609,0.0004972662050831,0.260985343133387,63.74136196173016
sub-015,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-015/eeg/sub-015_task-sleep_run-1_eeg.edf,theta,0.018348623853211,0.0707669039500021,0.0010397212479824,0.3654286507116907,63.91644375920493
sub-085,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-085/eeg/sub-085_task-sleep_run-1_eeg.edf,alpha,0.0080645161290322,0.0732270753893311,0.0007434758220615,0.2288025352213787,64.05635033206453
sub-022,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-022/eeg/sub-022_task-sleep_run-1_eeg.edf,sigma,0.0248538011695906,0.027314614914257,0.0004190783835144,0.3619518477863799,64.2213969181462
sub-012,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-012/eeg/sub-012_task-sleep_run-1_eeg.edf,theta,0.0178571428571428,0.0366611788744884,0.0006224858239695,0.2923617710484478,64.6124380624934
sub-091,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-091/eeg/sub-091_task-sleep_run-3_eeg.edf,alpha,0.0173611111111111,0.0332764834274168,0.0005538822279452,0.2940328192732998,64.66221875864821
sub-065,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-065/eeg/sub-065_task-sleep_run-1_eeg.edf,beta,0.0068897637795275,0.0221625387713821,0.000315465870573,0.2556757079193266,64.8378656564
sub-051,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-051/eeg/sub-051_task-sleep_run-1_eeg.edf,delta,0.0179738562091503,0.050471751673434,0.0007790345997425,0.2279691005817724,64.88337368780257
sub-049,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-049/eeg/sub-049_task-sleep_run-2_eeg.edf,alpha,0.005050505050505,0.0291281335441899,0.000216213835724,0.2234760460444176,64.97361434074617
sub-078,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-078/eeg/sub-078_task-sleep_run-1_eeg.edf,alpha,0.0206422018348623,0.0365552477839911,0.0005545914328121,0.2936601278811057,66.3709162831334
sub-041,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-041/eeg/sub-041_task-sleep_run-1_eeg.edf,alpha,0.0186781609195402,0.026251023528669,0.0003916978080399,0.2660294496055714,66.50565009153624
sub-024,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-024/eeg/sub-024_task-sleep_run-1_eeg.edf,alpha,0.0158045977011494,0.0700181531530955,0.0008055135767926,0.3459983097635502,66.57046702056914
sub-022,/data/haoqisun/ShenShiqian_WangWei_project/MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-022/eeg/sub-022_task-sleep_run-1_eeg.edf,alpha,0.0248538011695906,0.0251882668339118,0.00038846087061,0.2805518383219439,66.67734763007707
