sid,edf,band_name,peak_freq,peak_psd,iso_bp,iso_bp_n
sub-005,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-005/eeg/sub-005_task-sleep_run-1_eeg.edf,alpha,0.012295081967213115,4.698222784780285,0.0750819068286922,0.4022022334548106
sub-005,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-005/eeg/sub-005_task-sleep_run-1_eeg.edf,theta,0.012295081967213115,2.359764677756489,0.03631966340172513,0.3653579260142042
sub-005,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-005/eeg/sub-005_task-sleep_run-1_eeg.edf,delta,0.005122950819672132,3.3774375820519578,0.02901354915608146,0.2506842508858954
sub-006,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-006/eeg/sub-006_task-sleep_run-1_eeg.edf,gamma,0.017955801104972375,0.5985312578510328,0.009771965289806025,0.2843916551418569
sub-006,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-006/eeg/sub-006_task-sleep_run-1_eeg.edf,beta,0.016574585635359115,1.7425216265714418,0.027527937128038978,0.3685524952245742
sub-006,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-006/eeg/sub-006_task-sleep_run-1_eeg.edf,sigma,0.016574585635359115,4.459914770306503,0.06849321148862716,0.39147602223196903
sub-006,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-006/eeg/sub-006_task-sleep_run-1_eeg.edf,alpha,0.016574585635359115,4.263237991197952,0.06496649779747214,0.3916800141552279
sub-006,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-006/eeg/sub-006_task-sleep_run-1_eeg.edf,theta,0.015193370165745856,1.8265812009030395,0.028439659954157155,0.3524415685374846
sub-006,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-006/eeg/sub-006_task-sleep_run-1_eeg.edf,delta,0.0055248618784530384,1.8427112431366208,0.02587755838080688,0.2487610862401554
sub-007,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-007/eeg/sub-007_task-sleep_run-1_eeg.edf,gamma,0.01764705882352941,0.4844877386913378,0.008215734793810145,0.24227168613414413
sub-007,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-007/eeg/sub-007_task-sleep_run-1_eeg.edf,beta,0.01764705882352941,1.4458006000595762,0.02316895328196997,0.32679431681952353
sub-007,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-007/eeg/sub-007_task-sleep_run-1_eeg.edf,sigma,0.01764705882352941,3.0241279527620204,0.04942754014326449,0.3219209047349834
sub-007,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-007/eeg/sub-007_task-sleep_run-1_eeg.edf,alpha,0.01764705882352941,2.5331680374747654,0.0407970562577773,0.32172982197605987
sub-007,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-007/eeg/sub-007_task-sleep_run-1_eeg.edf,theta,0.014705882352941176,1.0637280910367806,0.017471319394653,0.2620919770183194
sub-007,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-007/eeg/sub-007_task-sleep_run-1_eeg.edf,delta,0.020588235294117647,1.5548033094055833,0.02675396351053116,0.23519968500408375
sub-008,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-008/eeg/sub-008_task-sleep_run-1_eeg.edf,gamma,0.02147239263803681,0.6966579699473978,0.011887201295924145,0.27774362731942165
sub-008,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-008/eeg/sub-008_task-sleep_run-1_eeg.edf,beta,0.019938650306748466,2.9139423038796166,0.050296043738738125,0.3712436916830777
sub-008,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-008/eeg/sub-008_task-sleep_run-1_eeg.edf,sigma,0.01687116564417178,6.67598936446565,0.11325909581652917,0.3863055090204947
sub-008,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-008/eeg/sub-008_task-sleep_run-1_eeg.edf,alpha,0.018404907975460124,4.937886596254294,0.08296478783951315,0.39159499139718695
sub-008,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-008/eeg/sub-008_task-sleep_run-1_eeg.edf,theta,0.01687116564417178,2.4817545843146593,0.041903812926048355,0.36160244207982195
sub-008,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-008/eeg/sub-008_task-sleep_run-1_eeg.edf,delta,0.006134969325153374,2.4100769617387017,0.025587744587140103,0.24918928154463338
sub-009,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-009/eeg/sub-009_task-sleep_run-1_eeg.edf,gamma,0.020146520146520148,0.7344011477042213,0.012955186736391178,0.31347412908020944
sub-009,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-009/eeg/sub-009_task-sleep_run-1_eeg.edf,beta,0.014652014652014652,2.5261940243584804,0.0424691640158873,0.41049295598606456
sub-009,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-009/eeg/sub-009_task-sleep_run-1_eeg.edf,sigma,0.011904761904761904,5.378826643713925,0.08783488683884638,0.4228606080010142
sub-009,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-009/eeg/sub-009_task-sleep_run-1_eeg.edf,alpha,0.009157509157509158,4.144344662461151,0.06557619736886788,0.40105309084192975
sub-009,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-009/eeg/sub-009_task-sleep_run-1_eeg.edf,theta,0.009157509157509158,2.2361133028517184,0.0346286686197368,0.37390971108618565
sub-009,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-009/eeg/sub-009_task-sleep_run-1_eeg.edf,delta,0.00641025641025641,3.0984268208354386,0.030856144507194188,0.2575149093041654
sub-010,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-010/eeg/sub-010_task-sleep_run-1_eeg.edf,gamma,0.02991452991452992,0.6756926553875057,0.011163894485543908,0.2630373107468011
sub-010,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-010/eeg/sub-010_task-sleep_run-1_eeg.edf,beta,0.023504273504273508,1.813938422068809,0.03076009461574973,0.3385238130486435
sub-010,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-010/eeg/sub-010_task-sleep_run-1_eeg.edf,sigma,0.023504273504273508,3.172198974956677,0.05452945613026439,0.33575223862331066
sub-010,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-010/eeg/sub-010_task-sleep_run-1_eeg.edf,alpha,0.023504273504273508,2.574931603766653,0.04552628061283101,0.32187332961603266
sub-010,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-010/eeg/sub-010_task-sleep_run-1_eeg.edf,theta,0.02777777777777778,1.558949585520152,0.02802846722847404,0.30351888234206925
sub-010,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-010/eeg/sub-010_task-sleep_run-1_eeg.edf,delta,0.006410256410256411,2.081884370017488,0.03310014304328231,0.2954549041119062
sub-012,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-012/eeg/sub-012_task-sleep_run-1_eeg.edf,gamma,0.02232142857142857,1.4928802774247678,0.022661368689852447,0.28773776764461045
sub-012,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-012/eeg/sub-012_task-sleep_run-1_eeg.edf,beta,0.020089285714285712,4.970569852194927,0.07842527373629096,0.4097575617517034
sub-012,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-012/eeg/sub-012_task-sleep_run-1_eeg.edf,sigma,0.020089285714285712,7.479797983929805,0.11946165962263441,0.41287603444186866
sub-012,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-012/eeg/sub-012_task-sleep_run-1_eeg.edf,alpha,0.006696428571428571,3.8083858446432437,0.061248585293002915,0.3225378666610824
sub-012,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-012/eeg/sub-012_task-sleep_run-1_eeg.edf,theta,0.017857142857142856,1.929808424537358,0.03096728701551186,0.3123307409518833
sub-012,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-012/eeg/sub-012_task-sleep_run-1_eeg.edf,delta,0.008928571428571428,1.9773245728416855,0.022818518438344867,0.24582661569312642
sub-013,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-013/eeg/sub-013_task-sleep_run-1_eeg.edf,gamma,0.020689655172413793,1.3136071904247257,0.019273497652545026,0.31811248760885324
sub-013,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-013/eeg/sub-013_task-sleep_run-1_eeg.edf,beta,0.029310344827586206,1.9007716738452902,0.02727051544506429,0.32207139491080067
sub-013,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-013/eeg/sub-013_task-sleep_run-1_eeg.edf,sigma,0.008620689655172414,3.9905256519801755,0.05027588351737297,0.30042535546815996
sub-013,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-013/eeg/sub-013_task-sleep_run-1_eeg.edf,alpha,0.020689655172413793,2.8704241999347757,0.038189363136451354,0.30464211703159266
sub-013,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-013/eeg/sub-013_task-sleep_run-1_eeg.edf,theta,0.020689655172413793,1.9215119919480244,0.027000427033021895,0.32529522455046267
sub-013,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-013/eeg/sub-013_task-sleep_run-1_eeg.edf,delta,0.005172413793103448,148.91153998843183,0.16188657402291218,0.17125808327844644
sub-018,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-018/eeg/sub-018_task-sleep_run-1_eeg.edf,gamma,0.09775641025641026,185.40962374856608,2.1830463337315296,0.1928719574919107
sub-018,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-018/eeg/sub-018_task-sleep_run-1_eeg.edf,beta,0.09775641025641026,7.09111797177918,0.10076922992002472,0.20918878167246238
sub-018,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-018/eeg/sub-018_task-sleep_run-1_eeg.edf,sigma,0.016025641025641024,4.304801166052144,0.0545489376930593,0.28873813407382304
sub-018,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-018/eeg/sub-018_task-sleep_run-1_eeg.edf,alpha,0.014423076923076922,2.9406817268517695,0.0339986889548195,0.2432313043962513
sub-018,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-018/eeg/sub-018_task-sleep_run-1_eeg.edf,theta,0.019230769230769232,1.1299179301484257,0.01594506526544625,0.21475466803794765
sub-018,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-018/eeg/sub-018_task-sleep_run-1_eeg.edf,delta,0.011217948717948718,2.3408567673864233,0.03155814780006401,0.2621251592010829
sub-019,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-019/eeg/sub-019_task-sleep_run-1_eeg.edf,gamma,0.028225806451612902,1.40305333814613,0.020326686615589798,0.3304659958441284
sub-019,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-019/eeg/sub-019_task-sleep_run-1_eeg.edf,beta,0.016129032258064516,2.0179719033564254,0.031241712823013572,0.3501694646980527
sub-019,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-019/eeg/sub-019_task-sleep_run-1_eeg.edf,sigma,0.014112903225806451,2.84749302822765,0.04256024149600628,0.3473363752179465
sub-019,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-019/eeg/sub-019_task-sleep_run-1_eeg.edf,alpha,0.01814516129032258,1.7765518691383266,0.028161419246810274,0.2817448351762085
sub-019,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-019/eeg/sub-019_task-sleep_run-1_eeg.edf,theta,0.008064516129032258,1.1112353315713581,0.016891863283418476,0.24008232641591823
sub-019,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-019/eeg/sub-019_task-sleep_run-1_eeg.edf,delta,0.024193548387096774,1.705019616841159,0.02599326441679621,0.25220666843502465
sub-020,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-020/eeg/sub-020_task-sleep_run-1_eeg.edf,gamma,0.014705882352941176,0.962663855728441,0.014264307849679856,0.25911760717746213
sub-020,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-020/eeg/sub-020_task-sleep_run-1_eeg.edf,beta,0.013071895424836602,1.3613056022062342,0.020782874295909054,0.32230266871674274
sub-020,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-020/eeg/sub-020_task-sleep_run-1_eeg.edf,sigma,0.013071895424836602,1.7990471258562069,0.02446731074775589,0.29104762198786677
sub-020,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-020/eeg/sub-020_task-sleep_run-1_eeg.edf,alpha,0.013071895424836602,1.3985488106293857,0.01925338851726852,0.2900559926561081
sub-020,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-020/eeg/sub-020_task-sleep_run-1_eeg.edf,theta,0.09477124183006536,0.7455163610482956,0.010175836913088664,0.21212282263042942
sub-020,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-020/eeg/sub-020_task-sleep_run-1_eeg.edf,delta,0.014705882352941176,1.8185885975040335,0.027807284001922502,0.34384795569309573
sub-028,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-028/eeg/sub-028_task-sleep_run-1_eeg.edf,gamma,0.016304347826086956,0.7091297551983323,0.011190179296739768,0.29737543020418905
sub-028,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-028/eeg/sub-028_task-sleep_run-1_eeg.edf,beta,0.012681159420289856,3.1565642110926144,0.03949957789219083,0.3195122311322495
sub-028,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-028/eeg/sub-028_task-sleep_run-1_eeg.edf,sigma,0.014492753623188406,6.396349796083312,0.09529009123509595,0.38337690126900076
sub-028,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-028/eeg/sub-028_task-sleep_run-1_eeg.edf,alpha,0.016304347826086956,4.01651837100206,0.05588866506571318,0.33000874412998843
sub-028,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-028/eeg/sub-028_task-sleep_run-1_eeg.edf,theta,0.016304347826086956,1.4295020547048602,0.021797235511001437,0.23892340981489912
sub-028,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-028/eeg/sub-028_task-sleep_run-1_eeg.edf,delta,0.02355072463768116,1.3689480494747126,0.018523229611069326,0.23217225125126592
sub-034,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-034/eeg/sub-034_task-sleep_run-1_eeg.edf,gamma,0.013671875,1.6027768227352583,0.023883336424056625,0.333908296928421
sub-034,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-034/eeg/sub-034_task-sleep_run-1_eeg.edf,beta,0.01171875,2.62848989150401,0.03505789564652699,0.3577101898909648
sub-034,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-034/eeg/sub-034_task-sleep_run-1_eeg.edf,sigma,0.0078125,3.218872420224054,0.03546269938915352,0.3094636473622781
sub-034,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-034/eeg/sub-034_task-sleep_run-1_eeg.edf,alpha,0.0078125,2.6192417814492592,0.03200373058372348,0.2793527926740634
sub-034,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-034/eeg/sub-034_task-sleep_run-1_eeg.edf,theta,0.0078125,1.6524424529042556,0.02004354749663079,0.2497660715145183
sub-034,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-034/eeg/sub-034_task-sleep_run-1_eeg.edf,delta,0.03515625,1.8068813335050393,0.026377196092801102,0.2390815184321297
sub-038,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-038/eeg/sub-038_task-sleep_run-1_eeg.edf,gamma,0.007352941176470588,14.45946002658628,0.21734990765336648,0.2778353415322422
sub-038,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-038/eeg/sub-038_task-sleep_run-1_eeg.edf,beta,0.015931372549019607,0.8650117803892773,0.012873236980471483,0.3366888816472393
sub-038,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-038/eeg/sub-038_task-sleep_run-1_eeg.edf,sigma,0.013480392156862746,1.6022017856919348,0.024540018514491734,0.32441498456472934
sub-038,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-038/eeg/sub-038_task-sleep_run-1_eeg.edf,alpha,0.015931372549019607,1.6750969370754616,0.02411753815665177,0.3126482112398006
sub-038,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-038/eeg/sub-038_task-sleep_run-1_eeg.edf,theta,0.015931372549019607,1.5146237304076648,0.023109849877387827,0.3128010329605021
sub-038,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-038/eeg/sub-038_task-sleep_run-1_eeg.edf,delta,0.007352941176470588,1.1848923035257295,0.017528405206164607,0.24103847974669254
sub-038,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-038/eeg/sub-038_task-sleep_run-2_eeg.edf,gamma,0.019329896907216496,15.492936249390903,0.2704182218915005,0.3243169038330143
sub-038,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-038/eeg/sub-038_task-sleep_run-2_eeg.edf,beta,0.01675257731958763,0.874440486996405,0.012853458894582082,0.3242762971494868
sub-038,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-038/eeg/sub-038_task-sleep_run-2_eeg.edf,sigma,0.007731958762886598,1.3876346420518977,0.022983225861051414,0.30464850445687325
sub-038,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-038/eeg/sub-038_task-sleep_run-2_eeg.edf,alpha,0.01675257731958763,1.5270664314325608,0.023138313503982353,0.29380600738844515
sub-038,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-038/eeg/sub-038_task-sleep_run-2_eeg.edf,theta,0.007731958762886598,1.347920996275428,0.020460333021606304,0.27806485739651826
sub-038,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-038/eeg/sub-038_task-sleep_run-2_eeg.edf,delta,0.007731958762886598,1.7778800492380522,0.017990646984938703,0.2393415513015465
sub-039,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-039/eeg/sub-039_task-sleep_run-1_eeg.edf,gamma,0.015337423312883436,14.34517049504077,0.2164110636039426,0.27265122772092676
sub-039,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-039/eeg/sub-039_task-sleep_run-1_eeg.edf,beta,0.023006134969325152,0.7407785688612997,0.010730675431188868,0.2753026002175524
sub-039,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-039/eeg/sub-039_task-sleep_run-1_eeg.edf,sigma,0.02147239263803681,2.5140943078961935,0.03610914993580262,0.36084196642865024
sub-039,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-039/eeg/sub-039_task-sleep_run-1_eeg.edf,alpha,0.02147239263803681,2.474523663642977,0.03997225295867883,0.38318543749354356
sub-039,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-039/eeg/sub-039_task-sleep_run-1_eeg.edf,theta,0.024539877300613498,2.401214033873676,0.03824796262986053,0.3927041114755496
sub-039,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-039/eeg/sub-039_task-sleep_run-1_eeg.edf,delta,0.006134969325153374,1.3790285234261122,0.017636540845772618,0.2470835958808213
sub-039,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-039/eeg/sub-039_task-sleep_run-2_eeg.edf,gamma,0.018796992481203006,18.69413780279574,0.2447530188367346,0.2608035686118888
sub-039,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-039/eeg/sub-039_task-sleep_run-2_eeg.edf,beta,0.013157894736842105,1.0076461604928297,0.01369218188310976,0.3067170324549822
sub-039,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-039/eeg/sub-039_task-sleep_run-2_eeg.edf,sigma,0.016917293233082706,1.7841714515432923,0.027032843058567207,0.30939889161313705
sub-039,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-039/eeg/sub-039_task-sleep_run-2_eeg.edf,alpha,0.016917293233082706,1.894761233544683,0.025834737195992163,0.27661992486105663
sub-039,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-039/eeg/sub-039_task-sleep_run-2_eeg.edf,theta,0.016917293233082706,1.355072277599886,0.01946692663037922,0.29395854408483163
sub-039,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-039/eeg/sub-039_task-sleep_run-2_eeg.edf,delta,0.022556390977443608,0.836536349643778,0.011734732006158733,0.19030511076067955
sub-039,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-039/eeg/sub-039_task-sleep_run-3_eeg.edf,gamma,0.00528169014084507,22.40266918901273,0.19866094814300786,0.23142220031355654
sub-039,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-039/eeg/sub-039_task-sleep_run-3_eeg.edf,beta,0.00528169014084507,1.3036356073989075,0.016292112004299825,0.34330363030316124
sub-039,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-039/eeg/sub-039_task-sleep_run-3_eeg.edf,sigma,0.014084507042253521,2.9024276876354236,0.03785379596302381,0.36566990373167935
sub-039,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-039/eeg/sub-039_task-sleep_run-3_eeg.edf,alpha,0.014084507042253521,3.6484024968696196,0.05072815385262227,0.45166231788415834
sub-039,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-039/eeg/sub-039_task-sleep_run-3_eeg.edf,theta,0.014084507042253521,2.3184866109699396,0.03065534359858268,0.38584781687587605
sub-039,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-039/eeg/sub-039_task-sleep_run-3_eeg.edf,delta,0.02640845070422535,1.22594885527407,0.01799000268846154,0.25898244947780613
